# Program:featureCounts v1.5.1; Command:"featureCounts" "-a" "cufflinks_assemble/star/merged.gtf" "-t" "exon" "-s" "2" "-p" "-B" "-C" "-T" "24" "-o" "cufflinks_counts/star/feature_counts.tsv" "align/star/inplanta-3KO-020.bam" "align/star/inplanta-3KO-021.bam" "align/star/inplanta-3KO-022.bam" "align/star/inplanta-3KO-023.bam" "align/star/inplanta-Pf2-024.bam" "align/star/inplanta-Pf2-025.bam" "align/star/inplanta-Pf2-026.bam" "align/star/inplanta-Pf2-027.bam" "align/star/inplanta-SN15-016.bam" "align/star/inplanta-SN15-017.bam" "align/star/inplanta-SN15-018.bam" "align/star/inplanta-SN15-019.bam" "align/star/invitro-3KO-004.bam" "align/star/invitro-3KO-005.bam" "align/star/invitro-3KO-006.bam" "align/star/invitro-3KO-007.bam" "align/star/invitro-Pf2-008.bam" "align/star/invitro-Pf2-009.bam" "align/star/invitro-Pf2-010.bam" "align/star/invitro-Pf2-011.bam" "align/star/invitro-SN15-000.bam" "align/star/invitro-SN15-001.bam" "align/star/invitro-SN15-002.bam" "align/star/invitro-SN15-003.bam" 
Geneid	Chr	Start	End	Strand	Length	align/star/inplanta-3KO-020.bam	align/star/inplanta-3KO-021.bam	align/star/inplanta-3KO-022.bam	align/star/inplanta-3KO-023.bam	align/star/inplanta-Pf2-024.bam	align/star/inplanta-Pf2-025.bam	align/star/inplanta-Pf2-026.bam	align/star/inplanta-Pf2-027.bam	align/star/inplanta-SN15-016.bam	align/star/inplanta-SN15-017.bam	align/star/inplanta-SN15-018.bam	align/star/inplanta-SN15-019.bam	align/star/invitro-3KO-004.bam	align/star/invitro-3KO-005.bam	align/star/invitro-3KO-006.bam	align/star/invitro-3KO-007.bam	align/star/invitro-Pf2-008.bam	align/star/invitro-Pf2-009.bam	align/star/invitro-Pf2-010.bam	align/star/invitro-Pf2-011.bam	align/star/invitro-SN15-000.bam	align/star/invitro-SN15-001.bam	align/star/invitro-SN15-002.bam	align/star/invitro-SN15-003.bam
XLOC_009049	scaffold_018;scaffold_018;scaffold_018	869052;869184;869526	869136;869365;869660	+;+;+	402	1157	807	1423	972	301	540	694	728	2204	2130	2393	3090	761	1003	817	901	1331	1093	1239	1213	1488	2139	1284	1546
XLOC_009050	scaffold_018;scaffold_018;scaffold_018;scaffold_018	871717;871856;872358;872788	871794;872182;872737;873550	+;+;+;+	1548	658	356	700	446	259	348	572	938	1074	1362	1346	1886	693	1050	855	728	548	491	549	469	764	851	710	1076
XLOC_009051	scaffold_018	880095	881708	+	1614	60	72	81	68	65	44	92	30	346	255	217	345	151	183	119	81	72	40	55	55	154	123	179	137
XLOC_009052	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	881850;881859;882005;882198;882267;882267;882446;882446;882446;883294;883294;883294;884264;884264;884264;884688	882118;882118;882118;882371;882371;882371;883243;883243;883243;884205;884205;884205;884440;886287;886287;885992	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4177	4029	5348	5191	5753	845	770	1028	681	5928	4894	4794	4754	2526	1674	1819	1292	1600	2388	1395	2198	1207	2382	933	1767
XLOC_009053	scaffold_018;scaffold_018	886787;887158	886982;887213	+;+	252	2	11	4	4	0	3	1	0	1	2	4	2	10	6	2	11	1	0	4	5	5	9	9	6
XLOC_009054	scaffold_018	890632	891666	+	1035	339	223	392	284	136	139	217	118	471	550	446	691	156	124	106	66	189	169	146	160	85	65	82	76
XLOC_009055	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	12141;12141;12141;12141;12325;16711;16711;16711;16711;16711;17836;17836;17838;17839;17904;17904;17904;17906;18100;18100;18102	16466;16466;16466;16466;16466;17780;17780;17782;17780;17783;17853;17853;17855;17843;18045;18045;18047;18658;18487;18716;18716	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6232	948	764	1169	834	447	591	791	548	2005	1858	1761	2699	484	1108	605	1098	2453	1245	2467	1508	1364	1426	1450	965
XLOC_009056	scaffold_018;scaffold_018	22465;23160	23106;23495	-;-	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009057	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	26297;26507;27112;27112;27791;27805	27053;27053;27754;27740;27811;27831	-;-;-;-;-;-	1441	155	185	200	212	26	37	31	15	144	190	219	166	76	84	70	94	166	83	133	69	14	18	21	20
XLOC_009058	scaffold_018	28448	31066	-	2619	113	118	191	128	57	40	59	40	289	265	268	341	243	247	240	122	196	152	145	182	183	194	177	269
XLOC_009059	scaffold_018	33165	34026	-	862	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	2
XLOC_009060	scaffold_018	35294	36127	-	834	2	3	2	0	2	3	0	1	3	9	3	5	0	0	0	2	0	0	1	0	2	0	3	0
XLOC_009061	scaffold_018;scaffold_018	36474;36581	36532;37091	-;-	570	5	2	9	5	0	2	0	0	2	12	2	5	4	2	1	2	2	1	4	1	10	3	3	2
XLOC_009062	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	44814;44918;45406;45406;45927;46282	45350;45350;45665;45866;46229;46528	-;-;-;-;-;-	1548	446	362	496	534	113	80	104	90	716	807	856	845	301	280	232	152	144	102	166	151	274	262	294	212
XLOC_009063	scaffold_018;scaffold_018	47265;47481	47370;47545	-;-	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009064	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	49165;49405;49526;49526;49913;50341	49454;49454;49863;49733;50292;51010	-;-;-;-;-;-	1678	41	22	36	26	13	14	19	17	34	46	50	64	23	55	32	35	58	42	42	34	41	28	63	33
XLOC_009065	scaffold_018	54568	55686	-	1119	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
XLOC_009066	scaffold_018	56252	57547	-	1296	0	0	0	0	0	0	0	0	6	4	1	1	5	2	9	3	0	4	4	3	0	2	0	0
XLOC_009067	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	58371;58371;58371;58410;58932;58932;58932;58932;59291;59291;59291;59291;59622;59622;59622;59622;60018;60018;60018;60018;60018;60172;60476;60476;60476;60476;60476;60476;60477;60478;60487;60664;60664;60664;60664;60664;60664;60664;60666;60669;60965;60965;60965;60965;60965;60965;60965;60965;60966;61128;61128;61128;61128;61128;61128;61128;61128;61130;61475;61475;61475;61475	58861;58861;58861;58861;59235;59235;59235;59235;59554;59554;59554;59554;59780;60426;60416;60417;60415;60415;60415;60415;60415;60415;60614;60619;60614;60614;60614;60616;60614;60614;60614;60911;60911;60912;60911;60911;60911;60911;60911;60911;61075;61075;61075;61077;61075;61075;61075;61075;61075;61407;61192;61323;61264;61294;61407;61407;61407;61294;61499;61509;61509;61509	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2685	30	48	60	8	85	153	237	149	775	1143	1217	1159	2402	2264	1723	2273	4567	7122	4095	6473	710	720	350	1346
XLOC_009068	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	67337;67421;67732;67732;67922;67923;68222;68222;68382;68382	67679;67679;67871;67870;68169;68169;68332;68332;68748;68428	-;-;-;-;-;-;-;-;-;-	1209	7	6	3	1	9	11	11	5	74	72	58	53	617	433	581	659	69	110	47	82	46	23	16	67
XLOC_009069	scaffold_018	76407	77849	-	1443	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	2	0	1	0
XLOC_009070	scaffold_018;scaffold_018	78650;79942	79893;80185	-;-	1488	154	180	216	173	61	77	105	65	335	350	291	381	435	367	391	280	426	424	396	423	378	475	334	446
XLOC_009071	scaffold_018	80589	83930	-	3342	0	0	0	0	1	0	0	0	0	1	1	0	3	4	5	6	4	14	5	7	0	2	2	8
XLOC_009072	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	85988;86417;86854;86854;87283;87283;87608;87800	86798;86798;87236;87236;87537;87560;87746;87986	-;-;-;-;-;-;-;-	1798	0	0	0	0	0	0	0	0	0	0	0	0	38	25	23	17	5	0	7	0	11	6	35	32
XLOC_009073	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	90342;90342;90342;91712;92175;92175;92176;92284	92121;92127;91648;92126;92230;92547;92547;92547	-;-;-;-;-;-;-;-	2159	13	19	22	20	2	0	6	3	16	28	27	24	28	62	26	81	6	23	10	20	68	59	82	48
XLOC_009074	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	98297;98312;98538;98538;98750;98754;99194;99194	98458;98458;98699;98695;99132;99132;99480;99541	-;-;-;-;-;-;-;-	1055	83	124	244	143	14	13	19	9	560	595	453	457	6	9	7	12	19	13	5	10	9	15	10	6
XLOC_009075	scaffold_018	101764	102627	-	864	113	96	158	122	48	64	70	60	293	276	281	331	208	213	172	135	214	149	169	162	283	246	255	260
XLOC_009076	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	112586;113209;113669;113669;114180;114180	113619;113619;114134;114134;114924;114580	-;-;-;-;-;-	2245	14	18	20	12	77	43	50	118	26	69	48	41	40	130	69	146	112	107	80	93	48	32	75	37
XLOC_009077	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	116790;117570;117839;118033;118191	117520;117765;117977;118138;118227	-;-;-;-;-	1209	0	1	0	0	4	3	1	0	2	1	3	1	0	0	0	0	0	4	0	0	0	0	1	1
XLOC_009078	scaffold_018;scaffold_018	119516;120903	120853;122276	-;-	2712	59	79	71	59	2	1	0	3	132	181	187	223	10	15	6	10	0	0	0	1	21	28	16	16
XLOC_009079	scaffold_018;scaffold_018	123527;125017	124825;125206	-;-	1489	11	17	10	13	15	8	18	6	35	34	24	36	21	32	27	24	18	15	9	14	17	26	18	26
XLOC_009080	scaffold_018	126864	127871	-	1008	0	2	1	0	4	2	4	6	5	6	1	7	12	16	5	9	3	7	4	12	7	3	9	7
XLOC_009081	scaffold_018	128434	129084	-	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009082	scaffold_018	129840	131597	-	1758	5	11	8	7	8	3	1	5	35	28	19	19	42	31	33	16	30	40	16	20	37	47	34	30
XLOC_009083	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	132705;132705;132705;132705;132759;132907;132923;132923;132924;132925;133319;133319;133319;133319;133321;133627;133627;133627;133627;133627	132862;132861;132860;132860;132860;133205;133205;133207;133205;133205;133507;133507;133507;133507;133507;133779;133864;133864;133852;133864	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	886	1235	1191	1590	1444	401	472	613	447	2202	2339	2287	2519	1772	1707	1577	1470	2397	1761	2036	1840	1621	1510	1608	1407
XLOC_009084	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	133998;133998;133998;134328;134328;134491;134491;134491;134491;134493;134663;134663;134663;134665;134694;137229;137229;137229;137229;138018;138018;138018	134440;134442;134440;134440;134440;134614;134616;134614;134645;134614;137180;137180;137180;137180;137180;137851;138122;137851;137851;138122;138610;138610	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4500	994	1016	1377	1125	492	604	797	450	2813	2737	2137	2663	2706	2958	2367	2878	4413	3733	4038	3790	2996	2903	3040	2380
XLOC_009085	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	144070;144070;144263;144561;144561;144561;144726;144726;144726;144987;144989;145614;146249;146249;146249;147075;147304;147304;147304	144510;144510;144510;144674;144674;144674;144870;144937;144935;146192;146192;146192;146818;147249;147249;147249;148751;148751;148751	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4422	1923	1807	3081	2126	1026	1038	1546	1342	2474	2743	2618	2937	264	237	228	148	233	159	213	187	872	862	824	597
XLOC_009086	scaffold_018;scaffold_018;scaffold_018	150390;151042;151553	150983;151491;153370	-;-;-	2862	6	18	6	5	27	28	31	20	13	18	26	17	6	10	10	7	16	14	11	24	38	5	7	4
XLOC_009087	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	156875;156968;157347;157347;157867;157876;158078;158078	157298;157298;157817;157817;158031;158031;158730;158586	-;-;-;-;-;-;-;-	1713	900	1650	2092	1228	348	268	247	143	1164	1492	1476	1834	0	1	0	0	0	0	0	0	12	5	2	0
XLOC_009088	scaffold_018;scaffold_018;scaffold_018;scaffold_018	161730;162440;162829;162829	162767;162767;162939;162896	-;-;-;-	1149	5	15	26	13	18	39	16	12	33	35	22	28	19	23	15	5	8	2	13	6	20	9	24	7
XLOC_009089	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	164287;164287;164287;164630;166345;166345;166345;166345;166828;166828;166828;166828;166930;166930;166930;166930;167309;167309;167309;167309;167723;167723;167723;167723;167938;167938;167938;167938;168239;168239;168239;168239;168885;168885;168885;168885;168977;168977;168977;168977;169447;169447;169447;169447;169713;169713;169713;169792;169792;169792;170291	166288;166288;166288;166288;166774;166774;166774;166774;166879;166879;166879;166879;167209;167209;167209;167209;167672;167672;167672;167672;167870;167870;167870;167870;168184;168184;168184;168184;168830;168830;168830;168830;168924;168924;168924;168924;169227;169227;169227;169227;169640;169656;169656;169656;169739;169723;169731;171150;171150;171150;170965	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6002	68	51	98	64	211	220	310	141	1302	1148	1540	1773	195	418	285	436	599	327	511	343	433	309	398	266
XLOC_009090	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	174231;174407;174582;175674;175674;176960;176960;177046;177046;177474;177822;179120;179120;179120;179779;179779;179995;179995;179995;180112;180112;180155;181831	174356;175627;175627;176909;176909;176992;176992;177169;179067;179067;179067;179946;179727;179727;179946;179946;180062;180105;180062;180148;181763;180168;183886	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9284	572	513	762	497	202	287	347	192	1642	1649	1671	1682	1329	1358	1168	1185	1720	1781	1823	1762	1354	1185	1366	939
XLOC_009091	scaffold_018;scaffold_018;scaffold_018;scaffold_018	189103;189856;200410;200645	189801;200361;200567;200699	-;-;-;-	11418	662	579	726	524	358	483	600	572	1516	1116	1230	1639	2169	2877	2475	3277	3756	4088	3249	3269	3203	3388	3447	2829
XLOC_009092	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	201629;201629;201629;201629;201629;201629;201629;201629;201629;201629;201629;201629;201629;201629;201629;201831;202081;202081;202081;202081;202081;202081;202081;202081;202081;202081;202081;202081;202081;202082;202083;202084;202300;202300;202300;202300;202300;202300;202300;202300;202300;202300;202300;202300;202303;202304;202305;202306;202466;202473;202473;202473;202473;202473;202473;202473;202473;202474;202475;202476;202494;202503;202504;202512	201949;201951;201949;201949;201949;201949;201950;201949;201949;201949;201952;201949;201949;201949;201949;201949;202198;202204;202198;202198;202203;202198;202198;202198;202198;202198;202201;202202;202198;202198;202198;202198;202384;202345;202345;202376;202366;202347;202345;202346;202348;202345;202375;202338;202345;202345;202345;202345;202636;202636;202780;202780;202768;202780;202748;202749;202742;202752;202754;202749;202768;202748;202772;202780	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	848	2403	2337	3599	2432	711	1313	1501	1278	4927	4767	4570	6735	13161	12614	11534	10984	14517	16575	13364	17145	10847	12749	10677	13816
XLOC_009093	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	202921;203000;204263;204263;204425;204425;204549;204549;204975;204977	204215;204215;204371;204371;204502;204502;204926;204924;205139;205416	-;-;-;-;-;-;-;-;-;-	2302	146	139	207	125	46	80	75	58	351	378	343	454	193	242	169	167	471	294	429	335	222	212	213	170
XLOC_009094	scaffold_018;scaffold_018	211731;216477	216404;217121	-;-	5319	317	273	321	261	126	134	202	132	581	480	467	607	280	373	297	341	737	658	655	641	493	557	474	478
XLOC_009095	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	217939;217939;217939;219027;219027;219031;220026;220026	218977;218972;218977;219403;219969;219969;220089;220089	-;-;-;-;-;-;-;-	2046	370	386	538	401	159	220	300	246	1027	871	862	1115	1069	978	889	854	1249	967	1157	1165	881	945	889	864
XLOC_009096	scaffold_018	221626	222639	-	1014	0	0	0	0	2	2	5	2	0	2	0	0	0	0	0	1	0	0	0	0	1	2	0	0
XLOC_009097	scaffold_018;scaffold_018;scaffold_018;scaffold_018	223225;223709;227023;227380	223656;226965;227323;227874	-;-;-;-	4485	3210	2713	4031	2951	1671	1908	2272	2292	6921	5856	5584	7202	2509	3487	2464	3565	3345	2592	3166	2655	2498	2529	2652	1466
XLOC_009098	scaffold_018;scaffold_018	230291;231602	231552;232031	-;-	1692	530	763	931	811	264	427	470	261	1420	1351	1041	1411	2887	2624	2498	2144	2346	1625	2255	1748	3076	2422	2573	2207
XLOC_009099	scaffold_018	233135	235102	-	1968	38	30	32	47	13	13	21	10	66	68	52	95	49	53	46	72	95	79	92	69	47	74	56	85
XLOC_009100	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	237148;237148;237148;237334;238383;238383;238383;238383;238622;238622;238622;238622;239348;239348;239348;239350;239929;239929;239929;239929;240414;241209;241436;241436;241436;241436;241716;241716;241716;241716;241895;241895;241895;241901;242054;242054;242054;242054	238335;238329;238335;238047;238568;238568;238568;238568;239296;239296;239296;239298;239883;239883;239883;239883;239983;241372;240038;241372;241372;241372;241665;241665;241665;241665;241830;241836;241830;241830;242004;242004;242004;242004;242241;242326;242694;242694	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5133	743	1258	1846	1495	324	466	604	308	2564	2308	3518	3551	91	125	76	89	307	187	250	173	107	89	109	101
XLOC_009101	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	243791;243791;244956;244956;244990;245382;245382;245382;246192;246192;246192	244882;244899;245319;245319;245319;246142;246142;246142;246322;246475;246303	-;-;-;-;-;-;-;-;-;-;-	2518	573	475	847	564	197	318	409	349	1224	1185	1130	1749	743	909	724	856	1919	1281	1682	1440	1268	1521	1383	1257
XLOC_009102	scaffold_018;scaffold_018	247348;248997	248788;249052	-;-	1497	1938	1191	2031	1320	844	1004	1319	1323	2939	3203	3146	4102	567	678	449	528	812	546	795	605	812	743	721	374
XLOC_009103	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	251285;251429;251429;252058;252058;252058;252166;252166;252166;252332;252332;252332;252405;252405;252408;252631;252631;252631;252795;252795;252897;252897;252897	252014;252014;252014;252118;252118;252118;252285;252285;252285;252350;252350;252350;252430;252430;252430;252718;252845;252718;252845;252845;252986;252986;253407	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1682	1139	908	1630	1104	278	368	542	331	2115	2215	2159	2548	995	725	690	576	2654	2625	2484	2575	546	634	448	501
XLOC_009104	scaffold_018	257990	259323	-	1334	0	2	1	0	0	2	3	0	5	3	2	0	12	8	11	7	3	7	2	10	5	9	0	6
XLOC_009105	scaffold_018;scaffold_018	259854;260979	260923;261063	-;-	1155	372	409	624	407	137	179	218	134	986	849	824	1006	1141	1098	1116	956	1272	1389	1167	1456	909	1055	873	880
XLOC_009106	scaffold_018	262293	264059	-	1767	32	19	35	36	16	17	18	5	73	86	79	87	45	42	34	24	27	33	35	44	27	38	28	37
XLOC_009107	scaffold_018	264453	265253	-	801	236	366	437	376	101	108	141	62	645	675	564	630	464	587	417	518	693	464	620	519	401	477	465	397
XLOC_009108	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	265609;265901;266126;266126;267112;267112;267465;267469	266075;266075;267064;267064;267284;267280;267483;267590	-;-;-;-;-;-;-;-	1705	589	534	787	507	220	265	374	267	1198	1083	1096	1371	961	1139	975	1139	1909	1344	1678	1503	1467	1665	1586	1408
XLOC_009109	scaffold_018;scaffold_018	278614;279604	279288;279861	-;-	933	77	85	134	98	37	41	75	47	179	195	197	264	579	531	488	537	373	364	367	447	299	421	333	334
XLOC_009110	scaffold_018	288051	289333	-	1283	1	3	1	2	1	0	4	3	1	1	2	5	3	3	3	0	3	3	1	5	11	1	11	6
XLOC_009111	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	289515;289515;290490;290508;291107	290128;290462;291342;291051;291496	-;-;-;-;-	1955	63	75	110	89	48	70	69	56	239	159	180	220	127	231	84	257	124	75	153	116	161	112	184	67
XLOC_009112	scaffold_018;scaffold_018	296198;297751	297695;298160	-;-	1908	1366	1166	1930	1370	438	612	799	617	3662	3333	3129	4336	1506	2177	1643	1902	4063	2252	3914	2491	3419	5280	3333	2964
XLOC_009113	scaffold_018;scaffold_018;scaffold_018	298655;299275;302743	299227;302685;302814	-;-;-	4056	265	285	453	317	112	207	192	140	1076	934	742	941	904	1071	892	1022	1482	1713	1244	1549	1066	1236	1153	1046
XLOC_009114	scaffold_018;scaffold_018;scaffold_018;scaffold_018	303663;303843;303950;303953	303897;303897;304596;304925	-;-;-;-	1211	15849	8717	22221	17299	2039	1435	2928	1697	19586	19203	22891	27874	139	255	171	268	425	356	391	399	341	364	365	244
XLOC_009115	scaffold_018;scaffold_018	306975;309502	309354;309638	-;-	2517	14	4	8	5	1	11	9	9	18	18	9	11	95	66	89	70	73	40	88	58	56	62	68	66
XLOC_009116	scaffold_018;scaffold_018	310411;312348	312288;312434	-;-	1965	724	717	948	706	317	445	566	447	1668	1607	1589	2012	948	970	946	918	1378	931	1313	1110	1635	1897	1305	1365
XLOC_009117	scaffold_018;scaffold_018	312871;314311	314261;314464	-;-	1545	24	24	26	26	48	43	46	25	45	50	82	70	13	20	13	15	12	13	12	17	18	16	13	19
XLOC_009118	scaffold_018	315913	316746	-	834	1	0	6	8	0	5	4	1	2	2	2	1	37	28	23	29	12	19	11	17	14	7	16	11
